# Point-charge longitudinal RW wake function
# Source: existing freq_z, Zz_C from IW2D model
#"s / mm"	"W_parallel [V/C]"
#------------------------
0.785456239960	-3.4285334279025e+17
0.788454164540	-3.5852562066911e+17
0.791452089120	-3.7281918647598e+17
0.794450013700	-3.8569652787973e+17
0.797447938280	-3.9711715480808e+17
0.800445862860	-4.0704571319814e+17
0.803443787440	-4.1546000694639e+17
0.806441712020	-4.2235586400487e+17
0.809439636600	-4.2774699982572e+17
0.812437561180	-4.3165994220426e+17
0.815435485760	-4.3412595407372e+17
0.818433410340	-4.3517301303214e+17
0.821431334920	-4.3482085701582e+17
0.824429259500	-4.3308091196467e+17
0.827427184080	-4.2996104194178e+17
0.830425108660	-4.2547322331718e+17
0.833423033240	-4.1964114153095e+17
0.836420957820	-4.1250475591449e+17
0.839418882400	-4.0412004892997e+17
0.842416806980	-3.9455401751955e+17
0.845414731560	-3.8387677079114e+17
0.848412656140	-3.7215368303062e+17
0.851410580720	-3.5944050648781e+17
0.854408505300	-3.4578319947401e+17
0.857406429880	-3.3122241689636e+17
0.860404354460	-3.1580083504852e+17
0.863402279040	-2.9957041543380e+17
0.866400203620	-2.8259675461910e+17
0.869398128200	-2.6495879482862e+17
0.872396052780	-2.4674394662962e+17
0.875393977360	-2.2804042023288e+17
0.878391901940	-2.0892961188501e+17
0.881389826520	-1.8948135187233e+17
0.884387751100	-1.6975371343396e+17
0.887385675680	-1.4979733591597e+17
0.890383600260	-1.2966249939933e+17
0.893381524840	-1.0940615450765e+17
0.896379449420	-8.9096148756277e+16
0.899377374000	-6.8810978094051e+16
0.902375298580	-4.8635108474238e+16
0.905373223160	-2.8651600184797e+16
0.908371147740	-8.9347852401600e+15
0.911369072320	1.0454287331939e+16
0.914366996900	2.9467991516025e+16
0.917364921480	4.8067890276882e+16
0.920362846060	6.6217828790889e+16
0.923360770640	8.3877058539332e+16
0.926358695220	1.0099606270897e+17
0.929356619800	1.1751670417151e+17
0.932354544380	1.3337665797508e+17
0.935352468960	1.4851645613668e+17
0.938350393540	1.6288648520719e+17
0.941348318120	1.7645130807581e+17
0.944346242700	1.8918971241103e+17
0.947344167280	2.0109052028154e+17
0.950342091860	2.1214580196595e+17
0.953340016440	2.2234410988662e+17
0.956337941020	2.3166631989429e+17
0.959335865600	2.4008565415565e+17
0.962333790180	2.4757185442831e+17
0.965331714760	2.5409789124902e+17
0.968329639340	2.5964663583188e+17
0.971327563920	2.6421494810558e+17
0.974325488500	2.6781362990198e+17
0.977323413080	2.7046327183606e+17
0.980321337660	2.7218758113042e+17
0.983319262240	2.7300672254221e+17
0.986317186820	2.7293317998873e+17
0.989315111400	2.7197166795357e+17
0.992313035980	2.7012306772006e+17
0.995310960560	2.6739082897383e+17
0.998308885140	2.6378734619655e+17
1.001306809720	2.5933784208138e+17
1.004304734300	2.5408025222968e+17
1.007302658880	2.4806113457186e+17
1.010300583460	2.4132913771526e+17
1.013298508040	2.3392847986664e+17
1.016296432620	2.2589486864990e+17
1.019294357200	2.1725534606326e+17
1.022292281780	2.0803203792934e+17
1.025290206360	1.9824829984755e+17
1.028288130940	1.8793484795399e+17
1.031286055520	1.7713348312120e+17
1.034283980100	1.6589694809069e+17
1.037281904680	1.5428493835441e+17
1.040279829260	1.4235775195728e+17
1.043277753840	1.3016995329642e+17
1.046275678420	1.1776640610744e+17
1.049273603000	1.0518211430186e+17
1.052271527580	9.2445850668004e+16
1.055269452160	7.9586111500845e+16
1.058267376740	6.6637059088492e+16
1.061265301320	5.3642133972110e+16
1.064263225900	4.0653922037409e+16
1.067261150480	2.7730298489374e+16
1.070259075060	1.4928290999953e+16
1.073256999640	2.2979667895427e+15
1.076254924220	-1.0121372278024e+16
1.079252848800	-2.2301293387239e+16
1.082250773380	-3.4220658701264e+16
1.085248697960	-4.5859796598987e+16
1.088246622540	-5.7194690596135e+16
1.091244547120	-6.8193436713976e+16
1.094242471700	-7.8816340542920e+16
1.097240396280	-8.9019627696480e+16
1.100238320860	-9.8761361203744e+16
1.103236245440	-1.0800732258835e+17
1.106234170020	-1.1673463602449e+17
1.109232094600	-1.2493178396358e+17
1.112230019180	-1.3259504244309e+17
1.115227943760	-1.3972272644395e+17
1.118225868340	-1.4630946110607e+17
1.121223792920	-1.5234267144228e+17
1.124221717500	-1.5780262443625e+17
1.127219642080	-1.6266599442369e+17
1.130217566660	-1.6691157727068e+17
1.133215491240	-1.7052596364052e+17
1.136213415820	-1.7350700464932e+17
1.139211340400	-1.7586375168394e+17
1.142209264980	-1.7761289893984e+17
1.145207189560	-1.7877308694582e+17
1.148205114140	-1.7935923159221e+17
1.151203038720	-1.7937902139940e+17
1.154200963300	-1.7883288820294e+17
1.157198887880	-1.7771742593868e+17
1.160196812460	-1.7603091776526e+17
1.163194737040	-1.7377883374365e+17
1.166192661620	-1.7097718100691e+17
1.169190586200	-1.6765241428627e+17
1.172188510780	-1.6383792842993e+17
1.175186435360	-1.5956845365313e+17
1.178184359940	-1.5487446429775e+17
1.181182284520	-1.4977869474609e+17
1.184180209100	-1.4429604249146e+17
1.187178133680	-1.3843684202024e+17
1.190176058260	-1.3221221002987e+17
1.193173982840	-1.2563938090350e+17
1.196171907420	-1.1874496612442e+17
1.199169832000	-1.1156487256436e+17
1.202167756580	-1.0414089308303e+17
1.205165681160	-9.6515249333891e+16
1.208163605740	-8.8725138974518e+16
1.211161530320	-8.0799326243372e+16
1.214159454900	-7.2758025384163e+16
1.217157379480	-6.4616065535741e+16
1.220155304060	-5.6388076234741e+16
1.223153228640	-4.8093670485377e+16
1.226151153220	-3.9760615203097e+16
1.229149077800	-3.1424757739791e+16
1.232147002380	-2.3126721338518e+16
1.235144926960	-1.4906615213241e+16
1.238142851540	-6.7987566961855e+15
1.241140776120	1.1716105673953e+15
1.244138700700	8.9883881476351e+15
1.247136625280	1.6641498777323e+16
1.250134549860	2.4121798835342e+16
1.253132474440	3.1416001360311e+16
1.256130399020	3.8503569323261e+16
1.259128323600	4.5356777393074e+16
1.262126248180	5.1943925373022e+16
1.265124172760	5.8234483064823e+16
1.268122097340	6.4204213184032e+16
1.271120021920	6.9838333478983e+16
1.274117946500	7.5131532614367e+16
1.277115871080	8.0084856376204e+16
1.280113795660	8.4700671405140e+16
1.283111720240	8.8977639392405e+16
1.286109644820	9.2907621028123e+16
1.289107569400	9.6475684401240e+16
1.292105493980	9.9663203832556e+16
