#Parameters = {cpw=15; sigma_z=0.4; wakelength=200; xbeam=0; xtest=0; ybeam=0; ytest=0}
# Transverse RW dipolar bunch wake, x-plane
# Bellows length has been subtracted from the RW impedance.
# No beta multiplication is applied in this cell.
# Z_perp unit: Ohm/m
#"s / mm"	"W_perp [V/pC/m]"
#------------------------
31.043509025900	1.9661883936951e+03
31.046506950480	1.9660511379603e+03
31.049504875060	1.9659138985497e+03
31.052502799640	1.9657766754727e+03
31.055500724220	1.9656394687396e+03
31.058498648800	1.9655022783617e+03
31.061496573380	1.9653651043516e+03
31.064494497960	1.9652279467228e+03
31.067492422540	1.9650908054898e+03
31.070490347120	1.9649536806683e+03
31.073488271700	1.9648165722749e+03
31.076486196280	1.9646794803274e+03
31.079484120860	1.9645424048444e+03
31.082482045440	1.9644053458458e+03
31.085479970020	1.9642683033522e+03
31.088477894600	1.9641312773855e+03
31.091475819180	1.9639942679683e+03
31.094473743760	1.9638572751245e+03
31.097471668340	1.9637202988786e+03
31.100469592920	1.9635833392564e+03
31.103467517500	1.9634463962845e+03
31.106465442080	1.9633094699905e+03
31.109463366660	1.9631725604027e+03
31.112461291240	1.9630356675507e+03
31.115459215820	1.9628987914648e+03
31.118457140400	1.9627619321761e+03
31.121455064980	1.9626250897167e+03
31.124452989560	1.9624882641196e+03
31.127450914140	1.9623514554186e+03
31.130448838720	1.9622146636484e+03
31.133446763300	1.9620778888444e+03
31.136444687880	1.9619411310430e+03
31.139442612460	1.9618043902812e+03
31.142440537040	1.9616676665969e+03
31.145438461620	1.9615309600288e+03
31.148436386200	1.9613942706163e+03
31.151434310780	1.9612575983996e+03
31.154432235360	1.9611209434195e+03
31.157430159940	1.9609843057176e+03
31.160428084520	1.9608476853362e+03
31.163426009100	1.9607110823183e+03
31.166423933680	1.9605744967074e+03
31.169421858260	1.9604379285479e+03
31.172419782840	1.9603013778846e+03
31.175417707420	1.9601648447630e+03
31.178415632000	1.9600283292292e+03
31.181413556580	1.9598918313299e+03
31.184411481160	1.9597553511123e+03
31.187409405740	1.9596188886241e+03
31.190407330320	1.9594824439135e+03
31.193405254900	1.9593460170295e+03
31.196403179480	1.9592096080211e+03
31.199401104060	1.9590732169382e+03
31.202399028640	1.9589368438309e+03
31.205396953220	1.9588004887497e+03
31.208394877800	1.9586641517456e+03
31.211392802380	1.9585278328701e+03
31.214390726960	1.9583915321748e+03
31.217388651540	1.9582552497119e+03
31.220386576120	1.9581189855337e+03
31.223384500700	1.9579827396929e+03
31.226382425280	1.9578465122426e+03
31.229380349860	1.9577103032359e+03
31.232378274440	1.9575741127265e+03
31.235376199020	1.9574379407680e+03
31.238374123600	1.9573017874143e+03
31.241372048180	1.9571656527197e+03
31.244369972760	1.9570295367383e+03
31.247367897340	1.9568934395246e+03
31.250365821920	1.9567573611331e+03
31.253363746500	1.9566213016185e+03
31.256361671080	1.9564852610355e+03
31.259359595660	1.9563492394389e+03
31.262357520240	1.9562132368834e+03
31.265355444820	1.9560772534240e+03
31.268353369400	1.9559412891155e+03
31.271351293980	1.9558053440126e+03
31.274349218560	1.9556694181702e+03
31.277347143140	1.9555335116428e+03
31.280345067720	1.9553976244853e+03
31.283342992300	1.9552617567519e+03
31.286340916880	1.9551259084972e+03
31.289338841460	1.9549900797753e+03
31.292336766040	1.9548542706402e+03
31.295334690620	1.9547184811460e+03
31.298332615200	1.9545827113461e+03
31.301330539780	1.9544469612940e+03
31.304328464360	1.9543112310429e+03
31.307326388940	1.9541755206457e+03
31.310324313520	1.9540398301550e+03
31.313322238100	1.9539041596231e+03
31.316320162680	1.9537685091019e+03
31.319318087260	1.9536328786431e+03
31.322316011840	1.9534972682978e+03
31.325313936420	1.9533616781170e+03
31.328311861000	1.9532261081511e+03
31.331309785580	1.9530905584500e+03
31.334307710160	1.9529550290635e+03
31.337305634740	1.9528195200404e+03
31.340303559320	1.9526840314295e+03
31.343301483900	1.9525485632789e+03
31.346299408480	1.9524131156362e+03
31.349297333060	1.9522776885483e+03
31.352295257640	1.9521422820618e+03
31.355293182220	1.9520068962226e+03
31.358291106800	1.9518715310761e+03
31.361289031380	1.9517361866668e+03
31.364286955960	1.9516008630389e+03
31.367284880540	1.9514655602359e+03
31.370282805120	1.9513302783005e+03
31.373280729700	1.9511950172747e+03
31.376278654280	1.9510597772001e+03
31.379276578860	1.9509245581173e+03
31.382274503440	1.9507893600663e+03
31.385272428020	1.9506541830863e+03
31.388270352600	1.9505190272157e+03
31.391268277180	1.9503838924924e+03
31.394266201760	1.9502487789531e+03
31.397264126340	1.9501136866341e+03
31.400262050920	1.9499786155707e+03
31.403259975500	1.9498435657973e+03
31.406257900080	1.9497085373476e+03
31.409255824660	1.9495735302544e+03
31.412253749240	1.9494385445496e+03
31.415251673820	1.9493035802642e+03
31.418249598400	1.9491686374285e+03
31.421247522980	1.9490337160717e+03
31.424245447560	1.9488988162222e+03
31.427243372140	1.9487639379074e+03
31.430241296720	1.9486290811537e+03
31.433239221300	1.9484942459868e+03
31.436237145880	1.9483594324313e+03
31.439235070460	1.9482246405107e+03
31.442232995040	1.9480898702478e+03
31.445230919620	1.9479551216641e+03
31.448228844200	1.9478203947805e+03
31.451226768780	1.9476856896166e+03
31.454224693360	1.9475510061910e+03
31.457222617940	1.9474163445215e+03
31.460220542520	1.9472817046247e+03
31.463218467100	1.9471470865162e+03
31.466216391680	1.9470124902105e+03
31.469214316260	1.9468779157213e+03
31.472212240840	1.9467433630610e+03
31.475210165420	1.9466088322410e+03
31.478208090000	1.9464743232718e+03
31.481206014580	1.9463398361626e+03
31.484203939160	1.9462053709217e+03
31.487201863740	1.9460709275562e+03
31.490199788320	1.9459365060724e+03
31.493197712900	1.9458021064751e+03
31.496195637480	1.9456677287683e+03
31.499193562060	1.9455333729550e+03
31.502191486640	1.9453990390369e+03
31.505189411220	1.9452647270146e+03
31.508187335800	1.9451304368878e+03
31.511185260380	1.9449961686550e+03
31.514183184960	1.9448619223136e+03
31.517181109540	1.9447276978599e+03
31.520179034120	1.9445934952892e+03
31.523176958700	1.9444593145957e+03
31.526174883280	1.9443251557724e+03
31.529172807860	1.9441910188112e+03
31.532170732440	1.9440569037032e+03
31.535168657020	1.9439228104380e+03
31.538166581600	1.9437887390044e+03
31.541164506180	1.9436546893902e+03
31.544162430760	1.9435206615818e+03
31.547160355340	1.9433866555647e+03
31.550158279920	1.9432526713235e+03
31.553156204500	1.9431187088414e+03
31.556154129080	1.9429847681008e+03
31.559152053660	1.9428508490830e+03
31.562149978240	1.9427169517681e+03
31.565147902820	1.9425830761354e+03
31.568145827400	1.9424492221630e+03
31.571143751980	1.9423153898280e+03
31.574141676560	1.9421815791064e+03
31.577139601140	1.9420477899734e+03
31.580137525720	1.9419140224030e+03
31.583135450300	1.9417802763682e+03
31.586133374880	1.9416465518412e+03
31.589131299460	1.9415128487929e+03
31.592129224040	1.9413791671936e+03
31.595127148620	1.9412455070122e+03
31.598125073200	1.9411118682171e+03
31.601122997780	1.9409782507754e+03
31.604120922360	1.9408446546534e+03
31.607118846940	1.9407110798165e+03
31.610116771520	1.9405775262292e+03
31.613114696100	1.9404439938549e+03
31.616112620680	1.9403104826563e+03
31.619110545260	1.9401769925951e+03
31.622108469840	1.9400435236323e+03
31.625106394420	1.9399100757279e+03
31.628104319000	1.9397766488411e+03
31.631102243580	1.9396432429301e+03
31.634100168160	1.9395098579526e+03
31.637098092740	1.9393764938652e+03
31.640096017320	1.9392431506239e+03
31.643093941900	1.9391098281837e+03
31.646091866480	1.9389765264991e+03
31.649089791060	1.9388432455237e+03
31.652087715640	1.9387099852102e+03
31.655085640220	1.9385767455110e+03
31.658083564800	1.9384435263774e+03
31.661081489380	1.9383103277602e+03
31.664079413960	1.9381771496094e+03
31.667077338540	1.9380439918744e+03
31.670075263120	1.9379108545040e+03
31.673073187700	1.9377777374462e+03
31.676071112280	1.9376446406487e+03
31.679069036860	1.9375115640583e+03
31.682066961440	1.9373785076213e+03
31.685064886020	1.9372454712835e+03
31.688062810600	1.9371124549900e+03
31.691060735180	1.9369794586856e+03
31.694058659760	1.9368464823143e+03
31.697056584340	1.9367135258200e+03
31.700054508920	1.9365805891456e+03
31.703052433500	1.9364476722340e+03
31.706050358080	1.9363147750273e+03
31.709048282660	1.9361818974676e+03
31.712046207240	1.9360490394960e+03
31.715044131820	1.9359162010538e+03
31.718042056400	1.9357833820816e+03
31.721039980980	1.9356505825197e+03
31.724037905560	1.9355178023080e+03
31.727035830140	1.9353850413863e+03
31.730033754720	1.9352522996938e+03
31.733031679300	1.9351195771698e+03
31.736029603880	1.9349868737529e+03
31.739027528460	1.9348541893818e+03
31.742025453040	1.9347215239949e+03
31.745023377620	1.9345888775303e+03
31.748021302200	1.9344562499260e+03
31.751019226780	1.9343236411198e+03
31.754017151360	1.9341910510493e+03
31.757015075940	1.9340584796522e+03
31.760013000520	1.9339259268658e+03
31.763010925100	1.9337933926274e+03
31.766008849680	1.9336608768745e+03
31.769006774260	1.9335283795442e+03
31.772004698840	1.9333959005736e+03
31.775002623420	1.9332634399001e+03
31.778000548000	1.9331309974608e+03
31.780998472580	1.9329985731930e+03
31.783996397160	1.9328661670339e+03
31.786994321740	1.9327337789208e+03
31.789992246320	1.9326014087914e+03
31.792990170900	1.9324690565830e+03
31.795988095480	1.9323367222335e+03
31.798986020060	1.9322044056805e+03
31.801983944640	1.9320721068622e+03
31.804981869220	1.9319398257167e+03
31.807979793800	1.9318075621823e+03
31.810977718380	1.9316753161977e+03
31.813975642960	1.9315430877018e+03
31.816973567540	1.9314108766336e+03
31.819971492120	1.9312786829325e+03
31.822969416700	1.9311465065383e+03
31.825967341280	1.9310143473910e+03
31.828965265860	1.9308822054308e+03
31.831963190440	1.9307500805985e+03
31.834961115020	1.9306179728353e+03
31.837959039600	1.9304858820824e+03
31.840956964180	1.9303538082819e+03
31.843954888760	1.9302217513760e+03
31.846952813340	1.9300897113075e+03
31.849950737920	1.9299576880195e+03
31.852948662500	1.9298256814559e+03
31.855946587080	1.9296936915607e+03
31.858944511660	1.9295617182787e+03
31.861942436240	1.9294297615551e+03
31.864940360820	1.9292978213358e+03
31.867938285400	1.9291658975670e+03
31.870936209980	1.9290339901957e+03
31.873934134560	1.9289020991694e+03
31.876932059140	1.9287702244363e+03
31.879929983720	1.9286383659452e+03
31.882927908300	1.9285065236455e+03
31.885925832880	1.9283746974873e+03
31.888923757460	1.9282428874213e+03
31.891921682040	1.9281110933991e+03
31.894919606620	1.9279793153727e+03
31.897917531200	1.9278475532951e+03
31.900915455780	1.9277158071200e+03
31.903913380360	1.9275840768016e+03
31.906911304940	1.9274523622952e+03
31.909909229520	1.9273206635566e+03
31.912907154100	1.9271889805426e+03
31.915905078680	1.9270573132106e+03
31.918903003260	1.9269256615191e+03
31.921900927840	1.9267940254272e+03
31.924898852420	1.9266624048950e+03
31.927896777000	1.9265307998832e+03
31.930894701580	1.9263992103536e+03
31.933892626160	1.9262676362689e+03
31.936890550740	1.9261360775925e+03
31.939888475320	1.9260045342888e+03
31.942886399900	1.9258730063233e+03
31.945884324480	1.9257414936620e+03
31.948882249060	1.9256099962723e+03
31.951880173640	1.9254785141222e+03
31.954878098220	1.9253470471807e+03
31.957876022800	1.9252155954180e+03
31.960873947380	1.9250841588051e+03
31.963871871960	1.9249527373138e+03
31.966869796540	1.9248213309172e+03
31.969867721120	1.9246899395893e+03
31.972865645700	1.9245585633050e+03
31.975863570280	1.9244272020403e+03
31.978861494860	1.9242958557722e+03
31.981859419440	1.9241645244787e+03
31.984857344020	1.9240332081390e+03
31.987855268600	1.9239019067330e+03
31.990853193180	1.9237706202419e+03
31.993851117760	1.9236393486479e+03
31.996849042340	1.9235080919342e+03
31.999846966920	1.9233768500852e+03
32.002844891500	1.9232456230861e+03
32.005842816080	1.9231144109234e+03
32.008840740660	1.9229832135846e+03
32.011838665240	1.9228520310582e+03
32.014836589820	1.9227208633339e+03
32.017834514400	1.9225897104024e+03
32.020832438980	1.9224585722555e+03
32.023830363560	1.9223274488860e+03
32.026828288140	1.9221963402880e+03
32.029826212720	1.9220652464564e+03
32.032824137300	1.9219341673875e+03
32.035822061880	1.9218031030783e+03
32.038819986460	1.9216720535273e+03
32.041817911040	1.9215410187338e+03
32.044815835620	1.9214099986983e+03
32.047813760200	1.9212789934224e+03
32.050811684780	1.9211480029086e+03
32.053809609360	1.9210170271607e+03
32.056807533940	1.9208860661835e+03
32.059805458520	1.9207551199829e+03
32.062803383100	1.9206241885659e+03
32.065801307680	1.9204932719404e+03
32.068799232260	1.9203623701155e+03
32.071797156840	1.9202314831014e+03
32.074795081420	1.9201006109093e+03
32.077793006000	1.9199697535515e+03
32.080790930580	1.9198389110413e+03
32.083788855160	1.9197080833930e+03
32.086786779740	1.9195772706220e+03
32.089784704320	1.9194464727447e+03
32.092782628900	1.9193156897787e+03
32.095780553480	1.9191849217423e+03
32.098778478060	1.9190541686551e+03
32.101776402640	1.9189234305375e+03
32.104774327220	1.9187927074110e+03
32.107772251800	1.9186619992981e+03
32.110770176380	1.9185313062223e+03
32.113768100960	1.9184006282079e+03
32.116766025540	1.9182699652804e+03
32.119763950120	1.9181393174661e+03
32.122761874700	1.9180086847922e+03
32.125759799280	1.9178780672871e+03
32.128757723860	1.9177474649798e+03
32.131755648440	1.9176168779003e+03
32.134753573020	1.9174863060797e+03
32.137751497600	1.9173557495498e+03
32.140749422180	1.9172252083433e+03
32.143747346760	1.9170946824938e+03
32.146745271340	1.9169641720358e+03
32.149743195920	1.9168336770044e+03
32.152741120500	1.9167031974359e+03
32.155739045080	1.9165727333671e+03
32.158736969660	1.9164422848358e+03
32.161734894240	1.9163118518806e+03
32.164732818820	1.9161814345406e+03
32.167730743400	1.9160510328561e+03
32.170728667980	1.9159206468677e+03
32.173726592560	1.9157902766170e+03
32.176724517140	1.9156599221463e+03
32.179722441720	1.9155295834985e+03
32.182720366300	1.9153992607172e+03
32.185718290880	1.9152689538468e+03
32.188716215460	1.9151386629323e+03
32.191714140040	1.9150083880192e+03
32.194712064620	1.9148781291538e+03
32.197709989200	1.9147478863829e+03
32.200707913780	1.9146176597540e+03
32.203705838360	1.9144874493149e+03
32.206703762940	1.9143572551144e+03
32.209701687520	1.9142270772014e+03
32.212699612100	1.9140969156256e+03
32.215697536680	1.9139667704372e+03
32.218695461260	1.9138366416866e+03
32.221693385840	1.9137065294249e+03
32.224691310420	1.9135764337038e+03
32.227689235000	1.9134463545750e+03
32.230687159580	1.9133162920910e+03
32.233685084160	1.9131862463045e+03
32.236683008740	1.9130562172687e+03
32.239680933320	1.9129262050370e+03
32.242678857900	1.9127962096632e+03
32.245676782480	1.9126662312015e+03
32.248674707060	1.9125362697062e+03
32.251672631640	1.9124063252322e+03
32.254670556220	1.9122763978343e+03
32.257668480800	1.9121464875678e+03
32.260666405380	1.9120165944880e+03
32.263664329960	1.9118867186507e+03
32.266662254540	1.9117568601116e+03
32.269660179120	1.9116270189267e+03
32.272658103700	1.9114971951521e+03
32.275656028280	1.9113673888440e+03
32.278653952860	1.9112376000588e+03
32.281651877440	1.9111078288529e+03
32.284649802020	1.9109780752827e+03
32.287647726600	1.9108483394047e+03
32.290645651180	1.9107186212755e+03
32.293643575760	1.9105889209517e+03
32.296641500340	1.9104592384896e+03
32.299639424920	1.9103295739459e+03
32.302637349500	1.9101999273769e+03
32.305635274080	1.9100702988390e+03
32.308633198660	1.9099406883883e+03
32.311631123240	1.9098110960811e+03
32.314629047820	1.9096815219733e+03
32.317626972400	1.9095519661206e+03
32.320624896980	1.9094224285789e+03
32.323622821560	1.9092929094034e+03
32.326620746140	1.9091634086495e+03
32.329618670720	1.9090339263720e+03
32.332616595300	1.9089044626258e+03
32.335614519880	1.9087750174653e+03
32.338612444460	1.9086455909447e+03
32.341610369040	1.9085161831177e+03
32.344608293620	1.9083867940380e+03
32.347606218200	1.9082574237586e+03
32.350604142780	1.9081280723323e+03
32.353602067360	1.9079987398116e+03
32.356599991940	1.9078694262484e+03
32.359597916520	1.9077401316943e+03
32.362595841100	1.9076108562003e+03
32.365593765680	1.9074815998172e+03
32.368591690260	1.9073523625952e+03
32.371589614840	1.9072231445837e+03
32.374587539420	1.9070939458322e+03
32.377585464000	1.9069647663890e+03
32.380583388580	1.9068356063024e+03
32.383581313160	1.9067064656197e+03
32.386579237740	1.9065773443880e+03
32.389577162320	1.9064482426535e+03
32.392575086900	1.9063191604619e+03
32.395573011480	1.9061900978583e+03
32.398570936060	1.9060610548871e+03
32.401568860640	1.9059320315920e+03
32.404566785220	1.9058030280160e+03
32.407564709800	1.9056740442016e+03
32.410562634380	1.9055450801904e+03
32.413560558960	1.9054161360233e+03
32.416558483540	1.9052872117405e+03
32.419556408120	1.9051583073815e+03
32.422554332700	1.9050294229848e+03
32.425552257280	1.9049005585883e+03
32.428550181860	1.9047717142292e+03
32.431548106440	1.9046428899437e+03
32.434546031020	1.9045140857672e+03
32.437543955600	1.9043853017344e+03
32.440541880180	1.9042565378790e+03
32.443539804760	1.9041277942340e+03
32.446537729340	1.9039990708313e+03
32.449535653920	1.9038703677021e+03
32.452533578500	1.9037416848767e+03
32.455531503080	1.9036130223843e+03
32.458529427660	1.9034843802536e+03
32.461527352240	1.9033557585119e+03
32.464525276820	1.9032271571858e+03
32.467523201400	1.9030985763010e+03
32.470521125980	1.9029700158821e+03
32.473519050560	1.9028414759528e+03
32.476516975140	1.9027129565360e+03
32.479514899720	1.9025844576533e+03
32.482512824300	1.9024559793255e+03
32.485510748880	1.9023275215724e+03
32.488508673460	1.9021990844128e+03
32.491506598040	1.9020706678644e+03
32.494504522620	1.9019422719440e+03
32.497502447200	1.9018138966673e+03
32.500500371780	1.9016855420490e+03
32.503498296360	1.9015572081027e+03
32.506496220940	1.9014288948411e+03
32.509494145520	1.9013006022757e+03
32.512492070100	1.9011723304171e+03
32.515489994680	1.9010440792748e+03
32.518487919260	1.9009158488571e+03
32.521485843840	1.9007876391713e+03
32.524483768420	1.9006594502239e+03
32.527481693000	1.9005312820200e+03
32.530479617580	1.9004031345638e+03
32.533477542160	1.9002750078582e+03
32.536475466740	1.9001469019055e+03
32.539473391320	1.9000188167064e+03
32.542471315900	1.8998907522608e+03
32.545469240480	1.8997627085676e+03
32.548467165060	1.8996346856243e+03
32.551465089640	1.8995066834277e+03
32.554463014220	1.8993787019732e+03
32.557460938800	1.8992507412554e+03
32.560458863380	1.8991228012676e+03
32.563456787960	1.8989948820022e+03
32.566454712540	1.8988669834503e+03
32.569452637120	1.8987391056023e+03
32.572450561700	1.8986112484471e+03
32.575448486280	1.8984834119728e+03
32.578446410860	1.8983555961664e+03
32.581444335440	1.8982278010138e+03
32.584442260020	1.8981000264998e+03
32.587440184600	1.8979722726084e+03
32.590438109180	1.8978445393222e+03
32.593436033760	1.8977168266229e+03
32.596433958340	1.8975891344913e+03
32.599431882920	1.8974614629070e+03
32.602429807500	1.8973338118486e+03
32.605427732080	1.8972061812938e+03
32.608425656660	1.8970785712190e+03
32.611423581240	1.8969509815999e+03
32.614421505820	1.8968234124111e+03
32.617419430400	1.8966958636261e+03
32.620417354980	1.8965683352176e+03
32.623415279560	1.8964408271571e+03
32.626413204140	1.8963133394153e+03
32.629411128720	1.8961858719619e+03
32.632409053300	1.8960584247657e+03
32.635406977880	1.8959309977943e+03
32.638404902460	1.8958035910147e+03
32.641402827040	1.8956762043928e+03
32.644400751620	1.8955488378936e+03
32.647398676200	1.8954214914812e+03
32.650396600780	1.8952941651188e+03
32.653394525360	1.8951668587687e+03
32.656392449940	1.8950395723924e+03
32.659390374520	1.8949123059505e+03
32.662388299100	1.8947850594026e+03
32.665386223680	1.8946578327078e+03
32.668384148260	1.8945306258240e+03
32.671382072840	1.8944034387085e+03
32.674379997420	1.8942762713178e+03
32.677377922000	1.8941491236075e+03
32.680375846580	1.8940219955324e+03
32.683373771160	1.8938948870468e+03
32.686371695740	1.8937677981039e+03
32.689369620320	1.8936407286565e+03
32.692367544900	1.8935136786563e+03
32.695365469480	1.8933866480546e+03
32.698363394060	1.8932596368019e+03
32.701361318640	1.8931326448479e+03
32.704359243220	1.8930056721419e+03
32.707357167800	1.8928787186323e+03
32.710355092380	1.8927517842670e+03
32.713353016960	1.8926248689931e+03
32.716350941540	1.8924979727574e+03
32.719348866120	1.8923710955059e+03
32.722346790700	1.8922442371840e+03
32.725344715280	1.8921173977366e+03
32.728342639860	1.8919905771081e+03
32.731340564440	1.8918637752423e+03
32.734338489020	1.8917369920825e+03
32.737336413600	1.8916102275715e+03
32.740334338180	1.8914834816517e+03
32.743332262760	1.8913567542650e+03
32.746330187340	1.8912300453527e+03
32.749328111920	1.8911033548559e+03
32.752326036500	1.8909766827151e+03
32.755323961080	1.8908500288707e+03
32.758321885660	1.8907233932623e+03
32.761319810240	1.8905967758295e+03
32.764317734820	1.8904701765113e+03
32.767315659400	1.8903435952466e+03
32.770313583980	1.8902170319739e+03
32.773311508560	1.8900904866313e+03
32.776309433140	1.8899639591567e+03
32.779307357720	1.8898374494880e+03
32.782305282300	1.8897109575624e+03
32.785303206880	1.8895844833172e+03
32.788301131460	1.8894580266894e+03
32.791299056040	1.8893315876159e+03
32.794296980620	1.8892051660334e+03
32.797294905200	1.8890787618783e+03
32.800292829780	1.8889523750872e+03
32.803290754360	1.8888260055962e+03
32.806288678940	1.8886996533416e+03
32.809286603520	1.8885733182595e+03
32.812284528100	1.8884470002860e+03
32.815282452680	1.8883206993572e+03
32.818280377260	1.8881944154090e+03
32.821278301840	1.8880681483776e+03
32.824276226420	1.8879418981989e+03
32.827274151000	1.8878156648092e+03
32.830272075580	1.8876894481444e+03
32.833270000160	1.8875632481408e+03
32.836267924740	1.8874370647348e+03
32.839265849320	1.8873108978628e+03
32.842263773900	1.8871847474613e+03
32.845261698480	1.8870586134670e+03
32.848259623060	1.8869324958169e+03
32.851257547640	1.8868063944479e+03
32.854255472220	1.8866803092973e+03
32.857253396800	1.8865542403027e+03
32.860251321380	1.8864281874017e+03
32.863249245960	1.8863021505322e+03
32.866247170540	1.8861761296326e+03
32.869245095120	1.8860501246414e+03
32.872243019700	1.8859241354974e+03
32.875240944280	1.8857981621398e+03
32.878238868860	1.8856722045081e+03
32.881236793440	1.8855462625423e+03
32.884234718020	1.8854203361824e+03
32.887232642600	1.8852944253693e+03
32.890230567180	1.8851685300439e+03
32.893228491760	1.8850426501477e+03
32.896226416340	1.8849167856228e+03
32.899224340920	1.8847909364114e+03
32.902222265500	1.8846651024565e+03
32.905220190080	1.8845392837015e+03
32.908218114660	1.8844134800902e+03
32.911216039240	1.8842876915670e+03
32.914213963820	1.8841619180769e+03
32.917211888400	1.8840361595654e+03
32.920209812980	1.8839104159786e+03
32.923207737560	1.8837846872632e+03
32.926205662140	1.8836589733664e+03
32.929203586720	1.8835332742362e+03
32.932201511300	1.8834075898211e+03
32.935199435880	1.8832819200702e+03
32.938197360460	1.8831562649335e+03
32.941195285040	1.8830306243614e+03
32.944193209620	1.8829049983052e+03
32.947191134200	1.8827793867168e+03
32.950189058780	1.8826537895488e+03
32.953186983360	1.8825282067547e+03
32.956184907940	1.8824026382884e+03
32.959182832520	1.8822770841050e+03
32.962180757100	1.8821515441601e+03
32.965178681680	1.8820260184100e+03
32.968176606260	1.8819005068121e+03
32.971174530840	1.8817750093244e+03
32.974172455420	1.8816495259057e+03
32.977170380000	1.8815240565158e+03
32.980168304580	1.8813986011151e+03
32.983166229160	1.8812731596651e+03
32.986164153740	1.8811477321280e+03
32.989162078320	1.8810223184670e+03
32.992160002900	1.8808969186461e+03
32.995157927480	1.8807715326302e+03
32.998155852060	1.8806461603851e+03
33.001153776640	1.8805208018776e+03
33.004151701220	1.8803954570753e+03
33.007149625800	1.8802701259468e+03
33.010147550380	1.8801448084617e+03
33.013145474960	1.8800195045905e+03
33.016143399540	1.8798942143045e+03
33.019141324120	1.8797689375763e+03
33.022139248700	1.8796436743792e+03
33.025137173280	1.8795184246876e+03
33.028135097860	1.8793931884769e+03
33.031133022440	1.8792679657234e+03
33.034130947020	1.8791427564044e+03
33.037128871600	1.8790175604984e+03
33.040126796180	1.8788923779847e+03
33.043124720760	1.8787672088438e+03
33.046122645340	1.8786420530570e+03
33.049120569920	1.8785169106068e+03
33.052118494500	1.8783917814767e+03
33.055116419080	1.8782666656512e+03
33.058114343660	1.8781415631159e+03
33.061112268240	1.8780164738574e+03
33.064110192820	1.8778913978634e+03
33.067108117400	1.8777663351225e+03
33.070106041980	1.8776412856246e+03
33.073103966560	1.8775162493604e+03
33.076101891140	1.8773912263219e+03
33.079099815720	1.8772662165020e+03
33.082097740300	1.8771412198947e+03
33.085095664880	1.8770162364950e+03
33.088093589460	1.8768912662991e+03
33.091091514040	1.8767663093041e+03
33.094089438620	1.8766413655084e+03
33.097087363200	1.8765164349112e+03
33.100085287780	1.8763915175129e+03
33.103083212360	1.8762666133149e+03
33.106081136940	1.8761417223198e+03
33.109079061520	1.8760168445311e+03
33.112076986100	1.8758919799535e+03
33.115074910680	1.8757671285924e+03
33.118072835260	1.8756422904548e+03
33.121070759840	1.8755174655483e+03
33.124068684420	1.8753926538818e+03
33.127066609000	1.8752678554651e+03
33.130064533580	1.8751430703091e+03
33.133062458160	1.8750182984257e+03
33.136060382740	1.8748935398278e+03
33.139058307320	1.8747687945295e+03
33.142056231900	1.8746440625457e+03
33.145054156480	1.8745193438923e+03
33.148052081060	1.8743946385865e+03
33.151050005640	1.8742699466462e+03
33.154047930220	1.8741452680903e+03
33.157045854800	1.8740206029390e+03
33.160043779380	1.8738959512131e+03
33.163041703960	1.8737713129345e+03
33.166039628540	1.8736466881263e+03
33.169037553120	1.8735220768121e+03
33.172035477700	1.8733974790168e+03
33.175033402280	1.8732728947662e+03
33.178031326860	1.8731483240869e+03
33.181029251440	1.8730237670064e+03
33.184027176020	1.8728992235533e+03
33.187025100600	1.8727746937570e+03
33.190023025180	1.8726501776478e+03
33.193020949760	1.8725256752567e+03
33.196018874340	1.8724011866158e+03
33.199016798920	1.8722767117581e+03
33.202014723500	1.8721522507172e+03
33.205012648080	1.8720278035277e+03
33.208010572660	1.8719033702249e+03
33.211008497240	1.8717789508452e+03
33.214006421820	1.8716545454254e+03
33.217004346400	1.8715301540033e+03
33.220002270980	1.8714057766175e+03
33.223000195560	1.8712814133073e+03
33.225998120140	1.8711570641128e+03
33.228996044720	1.8710327290746e+03
33.231993969300	1.8709084082343e+03
33.234991893880	1.8707841016342e+03
33.237989818460	1.8706598093170e+03
33.240987743040	1.8705355313263e+03
33.243985667620	1.8704112677064e+03
33.246983592200	1.8702870185022e+03
33.249981516780	1.8701627837590e+03
33.252979441360	1.8700385635230e+03
33.255977365940	1.8699143578409e+03
33.258975290520	1.8697901667599e+03
33.261973215100	1.8696659903280e+03
33.264971139680	1.8695418285935e+03
33.267969064260	1.8694176816052e+03
33.270966988840	1.8692935494127e+03
33.273964913420	1.8691694320659e+03
33.276962838000	1.8690453296151e+03
33.279960762580	1.8689212421113e+03
33.282958687160	1.8687971696058e+03
33.285956611740	1.8686731121503e+03
33.288954536320	1.8685490697970e+03
33.291952460900	1.8684250425984e+03
33.294950385480	1.8683010306075e+03
33.297948310060	1.8681770338776e+03
33.300946234640	1.8680530524622e+03
33.303944159220	1.8679290864154e+03
33.306942083800	1.8678051357914e+03
33.309940008380	1.8676812006447e+03
33.312937932960	1.8675572810301e+03
33.315935857540	1.8674333770026e+03
33.318933782120	1.8673094886176e+03
33.321931706700	1.8671856159306e+03
33.324929631280	1.8670617589971e+03
33.327927555860	1.8669379178731e+03
33.330925480440	1.8668140926146e+03
33.333923405020	1.8666902832776e+03
33.336921329600	1.8665664899185e+03
33.339919254180	1.8664427125936e+03
33.342917178760	1.8663189513593e+03
