#Parameters = {cpw=15; sigma_z=0.4; wakelength=200; xbeam=0; xtest=0; ybeam=0; ytest=0}
# Beta-weighted transverse dipolar bunch wake, y-plane
#"s / mm"	"W_perp_beta [V/pC]"
#------------------------
1.349066061000	1.0511416807422e+03
1.379045306800	1.0738179635420e+03
1.409024552600	1.0964437815124e+03
1.439003798400	1.1190167998184e+03
1.468983044200	1.1415347383799e+03
1.498962290000	1.1639953540610e+03
1.528941535800	1.1863964261396e+03
1.558920781600	1.2087357445845e+03
1.588900027400	1.2310111007142e+03
1.618879273200	1.2532202798592e+03
1.648858519000	1.2753610556973e+03
1.678837764800	1.2974311859722e+03
1.708817010600	1.3194284093526e+03
1.738796256400	1.3413504432228e+03
1.768775502200	1.3631949822317e+03
1.798754748000	1.3849596974558e+03
1.828733993800	1.4066422360584e+03
1.858713239600	1.4282402213492e+03
1.888692485400	1.4497512531662e+03
1.918671731200	1.4711729085181e+03
1.948650977000	1.4925027424387e+03
1.978630222800	1.5137382890132e+03
2.008609468600	1.5348770625466e+03
2.038588714400	1.5559165588507e+03
2.068567960200	1.5768542566298e+03
2.098547206000	1.5976876189529e+03
2.128526451800	1.6184140947982e+03
2.158505697600	1.6390311206640e+03
2.188484943400	1.6595361222367e+03
2.218464189200	1.6799265161121e+03
2.248443435000	1.7001997115641e+03
2.278422680800	1.7203531123572e+03
2.308401926600	1.7403841186010e+03
2.338381172400	1.7602901286416e+03
2.368360418200	1.7800685409890e+03
2.398339664000	1.7997167562771e+03
2.428318909800	1.8192321792549e+03
2.458298155600	1.8386122208054e+03
2.488277401400	1.8578542999919e+03
2.518256647200	1.8769558461274e+03
2.548235893000	1.8959143008663e+03
2.578215138800	1.9147271203167e+03
2.608194384600	1.9333917771688e+03
2.638173630400	1.9519057628408e+03
2.668152876200	1.9702665896359e+03
2.698132122000	1.9884717929122e+03
2.728111367800	2.0065189332602e+03
2.758090613600	2.0244055986877e+03
2.788069859400	2.0421294068081e+03
2.818049105200	2.0596880070312e+03
2.848028351000	2.0770790827538e+03
2.878007596800	2.0943003535473e+03
2.907986842600	2.1113495773401e+03
2.937966088400	2.1282245525934e+03
2.967945334200	2.1449231204664e+03
2.997924580000	2.1614431669704e+03
3.027903825800	2.1777826251079e+03
3.057883071600	2.1939394769952e+03
3.087862317400	2.2099117559658e+03
3.117841563200	2.2256975486530e+03
3.147820809000	2.2412949970478e+03
3.177800054800	2.2567023005317e+03
3.207779300600	2.2719177178810e+03
3.237758546400	2.2869395692402e+03
3.267737792200	2.3017662380625e+03
3.297717038000	2.3163961730163e+03
3.327696283800	2.3308278898527e+03
3.357675529600	2.3450599732351e+03
3.387654775400	2.3590910785262e+03
3.417634021200	2.3729199335318e+03
3.447613267000	2.3865453401983e+03
3.477592512800	2.3999661762627e+03
3.507571758600	2.4131813968524e+03
3.537551004400	2.4261900360330e+03
3.567530250200	2.4389912083030e+03
3.597509496000	2.4515841100315e+03
3.627488741800	2.4639680208394e+03
3.657467987600	2.4761423049206e+03
3.687447233400	2.4881064123025e+03
3.717426479200	2.4998598800429e+03
3.747405725000	2.5114023333634e+03
3.777384970800	2.5227334867156e+03
3.807364216600	2.5338531447808e+03
3.837343462400	2.5447612033998e+03
3.867322708200	2.5554576504320e+03
3.897301954000	2.5659425665440e+03
3.927281199800	2.5762161259230e+03
3.957260445600	2.5862785969177e+03
3.987239691400	2.5961303426023e+03
4.017218937200	2.6057718212648e+03
4.047198183000	2.6152035868169e+03
4.077177428800	2.6244262891260e+03
4.107156674600	2.6334406742671e+03
4.137135920400	2.6422475846947e+03
4.167115166200	2.6508479593339e+03
4.197094412000	2.6592428335894e+03
4.227073657800	2.6674333392724e+03
4.257052903600	2.6754207044452e+03
4.287032149400	2.6832062531818e+03
4.317011395200	2.6907914052455e+03
4.346990641000	2.6981776756831e+03
4.376969886800	2.7053666743339e+03
4.406949132600	2.7123601052562e+03
4.436928378400	2.7191597660683e+03
4.466907624200	2.7257675472062e+03
4.496886870000	2.7321854310972e+03
4.526866115800	2.7384154912501e+03
4.556845361600	2.7444598912611e+03
4.586824607400	2.7503208837377e+03
