#Parameters = {cpw=15; sigma_z=0.4; wakelength=200; xbeam=0; xtest=0; ybeam=0; ytest=0}
# Total transverse dipolar wake, x-plane
# RF/BPM beta factors are dimensionless: sum(beta_i/<beta>)
#"s / mm"	"W_perp_total [V/pC/m]"
#------------------------
8.120000000000	1.6717525570993e+04
8.150000000000	1.6746532085471e+04
8.180000000000	1.6775409361605e+04
8.210000000000	1.6804131140487e+04
8.240000000000	1.6832671363302e+04
8.270000000000	1.6861004187429e+04
8.300000000000	1.6889104002316e+04
8.330000000000	1.6916945445112e+04
8.360000000000	1.6944503416049e+04
8.390000000000	1.6971753093558e+04
8.420000000000	1.6998669949121e+04
8.450000000000	1.7025229761843e+04
8.480000000000	1.7051408632733e+04
8.510000000000	1.7077182998693e+04
8.540000000000	1.7102529646200e+04
8.570000000000	1.7127425724681e+04
8.600000000000	1.7151848759562e+04
8.630000000000	1.7175776664999e+04
8.660000000000	1.7199187756271e+04
8.690000000000	1.7222060761833e+04
8.720000000000	1.7244374835022e+04
8.750000000000	1.7266109565419e+04
8.780000000000	1.7287244989839e+04
8.810000000000	1.7307761602968e+04
8.840000000000	1.7327640367626e+04
8.870000000000	1.7346862724656e+04
8.900000000000	1.7365410602434e+04
8.930000000000	1.7383266425989e+04
8.960000000000	1.7400413125749e+04
8.990000000000	1.7416834145873e+04
9.020000000000	1.7432513452205e+04
9.050000000000	1.7447435539819e+04
9.080000000000	1.7461585440160e+04
9.110000000000	1.7474948727780e+04
9.140000000000	1.7487511526668e+04
9.170000000000	1.7499260516164e+04
9.200000000000	1.7510182936465e+04
9.230000000000	1.7520266593708e+04
9.260000000000	1.7529499864645e+04
9.290000000000	1.7537871700902e+04
9.320000000000	1.7545371632807e+04
9.350000000000	1.7551989772819e+04
9.380000000000	1.7557716818521e+04
9.410000000000	1.7562544055211e+04
9.440000000000	1.7566463358061e+04
9.470000000000	1.7569467193871e+04
9.500000000000	1.7571548622404e+04
9.530000000000	1.7572701297304e+04
9.560000000000	1.7572919466614e+04
9.590000000000	1.7572197972869e+04
9.620000000000	1.7570532252795e+04
9.650000000000	1.7567918336602e+04
9.680000000000	1.7564352846871e+04
9.710000000000	1.7559832997054e+04
9.740000000000	1.7554356589571e+04
9.770000000000	1.7547922013522e+04
9.800000000000	1.7540528242019e+04
9.830000000000	1.7532174829128e+04
9.860000000000	1.7522861906442e+04
9.890000000000	1.7512590179282e+04
9.920000000000	1.7501360922523e+04
9.950000000000	1.7489175976074e+04
9.980000000000	1.7476037739985e+04
10.010000000000	1.7461949169214e+04
10.040000000000	1.7446913768045e+04
10.070000000000	1.7430935584163e+04
10.100000000000	1.7414019202399e+04
10.130000000000	1.7396169739465e+04
10.160000000000	1.7377392833869e+04
10.190000000000	1.7357694640259e+04
10.220000000000	1.7337081822998e+04
10.250000000000	1.7315561547508e+04
10.280000000000	1.7293141472142e+04
10.310000000000	1.7269829739763e+04
10.340000000000	1.7245634969051e+04
10.370000000000	1.7220566245535e+04
10.400000000000	1.7194633112361e+04
10.430000000000	1.7167845560806e+04
10.460000000000	1.7140214020554e+04
10.490000000000	1.7111749349726e+04
10.520000000000	1.7082462824688e+04
10.550000000000	1.7052366129640e+04
10.580000000000	1.7021471346003e+04
10.610000000000	1.6989790941597e+04
10.640000000000	1.6957337759640e+04
10.670000000000	1.6924125007565e+04
10.700000000000	1.6890166245670e+04
10.730000000000	1.6855475375608e+04
10.760000000000	1.6820066628727e+04
10.790000000000	1.6783954554277e+04
10.820000000000	1.6747154007485e+04
10.850000000000	1.6709680137505e+04
10.880000000000	1.6671548375269e+04
10.910000000000	1.6632774421229e+04
10.940000000000	1.6593374233009e+04
10.970000000000	1.6553364012981e+04
11.000000000000	1.6512760195763e+04
11.030000000000	1.6471579435650e+04
11.060000000000	1.6429838594005e+04
11.090000000000	1.6387554726589e+04
11.120000000000	1.6344745070865e+04
11.150000000000	1.6301427033280e+04
11.180000000000	1.6257618176514e+04
11.210000000000	1.6213336206745e+04
11.240000000000	1.6168598960893e+04
11.270000000000	1.6123424393890e+04
11.300000000000	1.6077830565968e+04
11.330000000000	1.6031835629973e+04
11.360000000000	1.5985457818722e+04
11.390000000000	1.5938715432409e+04
11.420000000000	1.5891626826072e+04
11.450000000000	1.5844210397122e+04
11.480000000000	1.5796484572962e+04
11.510000000000	1.5748467798682e+04
11.540000000000	1.5700178524856e+04
11.570000000000	1.5651635195451e+04
