#Parameters = {cpw=15; sigma_z=0.4; wakelength=200; xbeam=0; xtest=0; ybeam=0; ytest=0}
# Total transverse dipolar wake, y-plane
# RF/BPM beta factors are dimensionless: sum(beta_i/<beta>)
#"s / mm"	"W_perp_total [V/pC/m]"
#------------------------
5.360000000000	7.9029581242057e+03
5.390000000000	7.8622185499639e+03
5.420000000000	7.8226458293045e+03
5.450000000000	7.7842435808559e+03
5.480000000000	7.7470146471798e+03
5.510000000000	7.7109610966114e+03
5.540000000000	7.6760842257260e+03
5.570000000000	7.6423845624265e+03
5.600000000000	7.6098618696434e+03
5.630000000000	7.5785151496397e+03
5.660000000000	7.5483426489135e+03
5.690000000000	7.5193418636899e+03
5.720000000000	7.4915095459919e+03
5.750000000000	7.4648417102844e+03
5.780000000000	7.4393336412702e+03
5.810000000000	7.4149799078685e+03
5.840000000000	7.3917743490804e+03
5.870000000000	7.3697101066645e+03
5.900000000000	7.3487796262655e+03
5.930000000000	7.3289746672754e+03
5.960000000000	7.3102863131937e+03
5.990000000000	7.2927049824733e+03
6.020000000000	7.2762204398405e+03
6.050000000000	7.2608218080772e+03
6.080000000000	7.2464975802507e+03
6.110000000000	7.2332356323806e+03
6.140000000000	7.2210232365261e+03
6.170000000000	7.2098470742838e+03
6.200000000000	7.1996932506779e+03
6.230000000000	7.1905473084324e+03
6.260000000000	7.1823942426078e+03
6.290000000000	7.1752185155899e+03
6.320000000000	7.1690040724144e+03
6.350000000000	7.1637343564128e+03
6.380000000000	7.1593923251644e+03
6.410000000000	7.1559604667397e+03
6.440000000000	7.1534208162179e+03
6.470000000000	7.1517549724662e+03
6.500000000000	7.1509441151617e+03
6.530000000000	7.1509690220435e+03
6.560000000000	7.1518100863773e+03
6.590000000000	7.1534473346175e+03
6.620000000000	7.1558604442521e+03
6.650000000000	7.1590287618121e+03
6.680000000000	7.1629313210330e+03
6.710000000000	7.1675468611494e+03
6.740000000000	7.1728538453098e+03
6.770000000000	7.1788304790929e+03
6.800000000000	7.1854547291119e+03
6.830000000000	7.1927043416894e+03
6.860000000000	7.2005568615880e+03
6.890000000000	7.2089896507790e+03
6.920000000000	7.2179799072354e+03
6.950000000000	7.2275046837314e+03
6.980000000000	7.2375409066339e+03
7.010000000000	7.2480653946689e+03
7.040000000000	7.2590548776478e+03
7.070000000000	7.2704860151390e+03
7.100000000000	7.2823354150665e+03
7.130000000000	7.2945796522238e+03
7.160000000000	7.3071952866857e+03
7.190000000000	7.3201588821035e+03
7.220000000000	7.3334470238701e+03
7.250000000000	7.3470363371394e+03
7.280000000000	7.3609035046868e+03
7.310000000000	7.3750252845962e+03
7.340000000000	7.3893785277605e+03
7.370000000000	7.4039401951815e+03
7.400000000000	7.4186873750568e+03
7.430000000000	7.4335972996393e+03
7.460000000000	7.4486473618586e+03
7.490000000000	7.4638151316898e+03
7.520000000000	7.4790783722579e+03
7.550000000000	7.4944150556663e+03
7.580000000000	7.5098033785370e+03
7.610000000000	7.5252217772510e+03
7.640000000000	7.5406489428772e+03
7.670000000000	7.5560638357801e+03
7.700000000000	7.5714456998943e+03
7.730000000000	7.5867740766565e+03
7.760000000000	7.6020288185849e+03
7.790000000000	7.6171901024963e+03
7.820000000000	7.6322384423529e+03
7.850000000000	7.6471547017293e+03
7.880000000000	7.6619201058915e+03
7.910000000000	7.6765162534814e+03
7.940000000000	7.6909251277984e+03
7.970000000000	7.7051291076717e+03
8.000000000000	7.7191109779167e+03
8.030000000000	7.7328539393695e+03
8.060000000000	7.7463416184936e+03
8.090000000000	7.7595580765537e+03
8.120000000000	7.7724878183514e+03
8.150000000000	7.7851158005174e+03
8.180000000000	7.7974274393576e+03
8.210000000000	7.8094086182472e+03
8.240000000000	7.8210456945701e+03
8.270000000000	7.8323255062011e+03
8.300000000000	7.8432353775260e+03
8.330000000000	7.8537631249990e+03
8.360000000000	7.8638970622353e+03
8.390000000000	7.8736260046363e+03
8.420000000000	7.8829392735469e+03
8.450000000000	7.8918266999444e+03
8.480000000000	7.9002786276591e+03
8.510000000000	7.9082859161259e+03
8.540000000000	7.9158399426687e+03
8.570000000000	7.9229326043179e+03
8.600000000000	7.9295563191640e+03
8.630000000000	7.9357040272467e+03
8.660000000000	7.9413691909858e+03
8.690000000000	7.9465457951524e+03
8.720000000000	7.9512283463869e+03
8.750000000000	7.9554118722658e+03
8.780000000000	7.9590919199211e+03
8.810000000000	7.9622645542168e+03
8.840000000000	7.9649263554873e+03
8.870000000000	7.9670744168418e+03
8.900000000000	7.9687063410400e+03
8.930000000000	7.9698202369456e+03
8.960000000000	7.9704147155618e+03
8.990000000000	7.9704888856560e+03
9.020000000000	7.9700423489798e+03
9.050000000000	7.9690751950912e+03
9.080000000000	7.9675879957859e+03
9.110000000000	7.9655817991451e+03
9.140000000000	7.9630581232079e+03
9.170000000000	7.9600189492762e+03
9.200000000000	7.9564667148595e+03
9.230000000000	7.9524043062698e+03
9.260000000000	7.9478350508749e+03
9.290000000000	7.9427627090184e+03
9.320000000000	7.9371914656170e+03
9.350000000000	7.9311259214444e+03
9.380000000000	7.9245710841116e+03
9.410000000000	7.9175323587538e+03
9.440000000000	7.9100155384348e+03
9.470000000000	7.9020267942784e+03
9.500000000000	7.8935726653391e+03
9.530000000000	7.8846600482221e+03
9.560000000000	7.8752961864642e+03
9.590000000000	7.8654886596878e+03
9.620000000000	7.8552453725381e+03
9.650000000000	7.8445745434173e+03
9.680000000000	7.8334846930257e+03
9.710000000000	7.8219846327239e+03
9.740000000000	7.8100834527261e+03
9.770000000000	7.7977905101384e+03
9.800000000000	7.7851154168537e+03
9.830000000000	7.7720680273144e+03
9.860000000000	7.7586584261570e+03
9.890000000000	7.7448969157489e+03
9.920000000000	7.7307940036309e+03
9.950000000000	7.7163603898759e+03
9.980000000000	7.7016069543773e+03
10.010000000000	7.6865447440777e+03
10.040000000000	7.6711849601498e+03
10.070000000000	7.6555389451419e+03
10.100000000000	7.6396181700987e+03
10.130000000000	7.6234342229931e+03
10.160000000000	7.6069987926516e+03
10.190000000000	7.5903236574417e+03
10.220000000000	7.5734206735184e+03
10.250000000000	7.5563017611745e+03
10.280000000000	7.5389788920570e+03
10.310000000000	7.5214640764390e+03
10.340000000000	7.5037693505597e+03
10.370000000000	7.4859067640440e+03
10.400000000000	7.4678883674123e+03
10.430000000000	7.4497261996925e+03
10.460000000000	7.4314322761457e+03
10.490000000000	7.4130185761169e+03
10.520000000000	7.3944970310211e+03
10.550000000000	7.3758795124767e+03
10.580000000000	7.3571778205966e+03
10.610000000000	7.3384036724480e+03
10.640000000000	7.3195686906911e+03
10.670000000000	7.3006843924069e+03
10.700000000000	7.2817621781251e+03
10.730000000000	7.2628133210603e+03
10.760000000000	7.2438489565667e+03
10.790000000000	7.2248800718209e+03
10.820000000000	7.2059174957396e+03
10.850000000000	7.1869718891421e+03
10.880000000000	7.1680537351645e+03
10.910000000000	7.1491733299327e+03
10.940000000000	7.1303407735018e+03
10.970000000000	7.1115659610683e+03
11.000000000000	7.0928585744611e+03
11.030000000000	7.0742280739182e+03
11.060000000000	7.0556836901536e+03
11.090000000000	7.0372344167214e+03
11.120000000000	7.0188890026816e+03
11.150000000000	7.0006559455713e+03
11.180000000000	6.9825434846891e+03
11.210000000000	6.9645595946937e+03
11.240000000000	6.9467119795226e+03
11.270000000000	6.9290080666350e+03
11.300000000000	6.9114550015809e+03
11.330000000000	6.8940596429024e+03
11.360000000000	6.8768285573681e+03
11.390000000000	6.8597680155455e+03
11.420000000000	6.8428839877137e+03
11.450000000000	6.8261821401190e+03
11.480000000000	6.8096678315770e+03
11.510000000000	6.7933461104214e+03
11.540000000000	6.7772217118028e+03
11.570000000000	6.7612990553369e+03
