# Freq(GHz) Re(Z) Im(Z)
2.480000e+00 1.285818e+01 1.654269e+03
2.490000e+00 1.560150e+01 1.662567e+03
2.500000e+00 1.834482e+01 1.670865e+03
2.510000e+00 2.108815e+01 1.679163e+03
2.520000e+00 2.383147e+01 1.687460e+03
2.530000e+00 2.657479e+01 1.695758e+03
2.540000e+00 2.931811e+01 1.704056e+03
2.550000e+00 3.206144e+01 1.712354e+03
2.560000e+00 3.480476e+01 1.720652e+03
2.570000e+00 3.854436e+01 1.727953e+03
2.580000e+00 4.258870e+01 1.734948e+03
2.590000e+00 4.663304e+01 1.741943e+03
2.600000e+00 5.067738e+01 1.748938e+03
2.610000e+00 5.472172e+01 1.755934e+03
2.620000e+00 5.876605e+01 1.762929e+03
2.630000e+00 6.281039e+01 1.769924e+03
2.640000e+00 6.685473e+01 1.776919e+03
2.650000e+00 7.089907e+01 1.783915e+03
2.660000e+00 7.494341e+01 1.790910e+03
2.670000e+00 7.898775e+01 1.797905e+03
2.680000e+00 8.303209e+01 1.804900e+03
2.690000e+00 8.707643e+01 1.811896e+03
2.700000e+00 9.112077e+01 1.818891e+03
2.710000e+00 9.516511e+01 1.825886e+03
2.720000e+00 9.920945e+01 1.832881e+03
2.730000e+00 1.032538e+02 1.839877e+03
2.740000e+00 1.072981e+02 1.846872e+03
2.750000e+00 1.113425e+02 1.853867e+03
2.760000e+00 1.153868e+02 1.860862e+03
2.770000e+00 1.194312e+02 1.867857e+03
2.780000e+00 1.234755e+02 1.874853e+03
2.790000e+00 1.275198e+02 1.881848e+03
2.800000e+00 1.315642e+02 1.888843e+03
2.810000e+00 1.356085e+02 1.895838e+03
2.820000e+00 1.397064e+02 1.902570e+03
2.830000e+00 1.441272e+02 1.907709e+03
2.840000e+00 1.485480e+02 1.912849e+03
2.850000e+00 1.529688e+02 1.917988e+03
2.860000e+00 1.573895e+02 1.923128e+03
2.870000e+00 1.618103e+02 1.928268e+03
2.880000e+00 1.662311e+02 1.933407e+03
2.890000e+00 1.706518e+02 1.938547e+03
2.900000e+00 1.750726e+02 1.943686e+03
2.910000e+00 1.794934e+02 1.948826e+03
2.920000e+00 1.839142e+02 1.953965e+03
2.930000e+00 1.883349e+02 1.959105e+03
2.940000e+00 1.927557e+02 1.964245e+03
2.950000e+00 1.971765e+02 1.969384e+03
2.960000e+00 2.015973e+02 1.974524e+03
2.970000e+00 2.060180e+02 1.979663e+03
2.980000e+00 2.104388e+02 1.984803e+03
2.990000e+00 2.148596e+02 1.989943e+03
3.000000e+00 2.192803e+02 1.995082e+03
3.010000e+00 2.237011e+02 2.000222e+03
3.020000e+00 2.281219e+02 2.005361e+03
3.030000e+00 2.325427e+02 2.010501e+03
3.040000e+00 2.369634e+02 2.015640e+03
3.050000e+00 2.413842e+02 2.020780e+03
3.060000e+00 2.458050e+02 2.025920e+03
3.070000e+00 2.502258e+02 2.031059e+03
3.080000e+00 2.543052e+02 2.035305e+03
3.090000e+00 2.580682e+02 2.038722e+03
3.100000e+00 2.618311e+02 2.042139e+03
3.110000e+00 2.655941e+02 2.045556e+03
3.120000e+00 2.693571e+02 2.048973e+03
3.130000e+00 2.731201e+02 2.052390e+03
3.140000e+00 2.768831e+02 2.055807e+03
3.150000e+00 2.806460e+02 2.059224e+03
3.160000e+00 2.844090e+02 2.062641e+03
3.170000e+00 2.881720e+02 2.066058e+03
3.180000e+00 2.919350e+02 2.069475e+03
3.190000e+00 2.956979e+02 2.072892e+03
3.200000e+00 2.994609e+02 2.076309e+03
3.210000e+00 3.032239e+02 2.079726e+03
3.220000e+00 3.069869e+02 2.083143e+03
3.230000e+00 3.107499e+02 2.086560e+03
3.240000e+00 3.145128e+02 2.089977e+03
3.250000e+00 3.182758e+02 2.093393e+03
3.260000e+00 3.220388e+02 2.096810e+03
3.270000e+00 3.258018e+02 2.100227e+03
3.280000e+00 3.295647e+02 2.103644e+03
3.290000e+00 3.333277e+02 2.107061e+03
3.300000e+00 3.370907e+02 2.110478e+03
3.310000e+00 3.408537e+02 2.113895e+03
3.320000e+00 3.446167e+02 2.117312e+03
3.330000e+00 3.483796e+02 2.120729e+03
3.340000e+00 3.509423e+02 2.123190e+03
3.350000e+00 3.533649e+02 2.125538e+03
3.360000e+00 3.557874e+02 2.127887e+03
3.370000e+00 3.582100e+02 2.130236e+03
3.380000e+00 3.606326e+02 2.132585e+03
3.390000e+00 3.630552e+02 2.134934e+03
3.400000e+00 3.654777e+02 2.137282e+03
3.410000e+00 3.679003e+02 2.139631e+03
3.420000e+00 3.703229e+02 2.141980e+03
3.430000e+00 3.727454e+02 2.144329e+03
3.440000e+00 3.751680e+02 2.146678e+03
3.450000e+00 3.775906e+02 2.149026e+03
3.460000e+00 3.800132e+02 2.151375e+03
3.470000e+00 3.824357e+02 2.153724e+03
3.480000e+00 3.848583e+02 2.156073e+03
3.490000e+00 3.872809e+02 2.158422e+03
3.500000e+00 3.897035e+02 2.160770e+03
3.510000e+00 3.921260e+02 2.163119e+03
3.520000e+00 3.945486e+02 2.165468e+03
3.530000e+00 3.969712e+02 2.167817e+03
3.540000e+00 3.993938e+02 2.170166e+03
