#Parameters = {cpw=15; sigma_z=0.4; wakelength=200; xbeam=0; xtest=0; ybeam=0; ytest=0}
# Beta-weighted transverse dipolar bunch wake, y-plane
# beta_factor is dimensionless: sum(beta_i/<beta>)
# Z_perp unit: Ohm/m
#"s / mm"	"W_perp_beta [V/pC/m]"
#------------------------
1.948650977000	3.1243340188436e+03
1.978630222800	3.1292306016626e+03
2.008609468600	3.1325630674026e+03
2.038588714400	3.1343358558459e+03
2.068567960200	3.1345543655400e+03
2.098547206000	3.1332249471245e+03
2.128526451800	3.1303548960806e+03
2.158505697600	3.1259524448849e+03
2.188484943400	3.1200267545572e+03
2.218464189200	3.1125879055980e+03
2.248443435000	3.1036468883124e+03
2.278422680800	3.0932155925237e+03
2.308401926600	3.0813067966809e+03
2.338381172400	3.0679341563638e+03
2.368360418200	3.0531121921964e+03
2.398339664000	3.0368562771746e+03
2.428318909800	3.0191826234187e+03
2.458298155600	3.0001082683611e+03
2.488277401400	2.9796510603810e+03
2.518256647200	2.9578296438956e+03
2.548235893000	2.9346634439230e+03
2.578215138800	2.9101726501261e+03
2.608194384600	2.8843782003543e+03
2.638173630400	2.8573017636929e+03
2.668152876200	2.8289657230370e+03
2.698132122000	2.7993931572023e+03
2.728111367800	2.7686078225887e+03
2.758090613600	2.7366341344101e+03
2.788069859400	2.7034971475078e+03
2.818049105200	2.6692225367611e+03
2.848028351000	2.6338365771116e+03
2.878007596800	2.5973661232180e+03
2.907986842600	2.5598385887570e+03
2.937966088400	2.5212819253866e+03
2.967945334200	2.4817246013898e+03
2.997924580000	2.4411955800146e+03
3.027903825800	2.3997242975285e+03
3.057883071600	2.3573406410041e+03
3.087862317400	2.3140749258535e+03
3.117841563200	2.2699578731309e+03
3.147820809000	2.2250205866179e+03
3.177800054800	2.1792945297135e+03
3.207779300600	2.1328115021440e+03
3.237758546400	2.0856036165121e+03
3.267737792200	2.0377032747042e+03
3.297717038000	1.9891431441728e+03
3.327696283800	1.9399561341139e+03
3.357675529600	1.8901753715567e+03
3.387654775400	1.8398341773853e+03
3.417634021200	1.7889660423093e+03
3.447613267000	1.7376046028044e+03
3.477592512800	1.6857836170379e+03
3.507571758600	1.6335369408010e+03
3.537551004400	1.5808985034646e+03
3.567530250200	1.5279022839763e+03
3.597509496000	1.4745822869189e+03
3.627488741800	1.4209725186465e+03
3.657467987600	1.3671069635175e+03
3.687447233400	1.3130195602423e+03
3.717426479200	1.2587441783623e+03
3.747405725000	1.2043145948801e+03
3.777384970800	1.1497644710557e+03
3.807364216600	1.0951273293882e+03
3.837343462400	1.0404365307987e+03
3.867322708200	9.8572525203241e+02
3.897301954000	9.3102646329475e+02
3.927281199800	8.7637290614053e+02
3.957260445600	8.2179707163003e+02
3.987239691400	7.6733117876909e+02
4.017218937200	7.1300715324863e+02
4.047198183000	6.5885660649883e+02
4.077177428800	6.0491081507320e+02
4.107156674600	5.5120070037713e+02
4.137135920400	4.9775680875549e+02
4.167115166200	4.4460929195338e+02
4.197094412000	3.9178788796369e+02
4.227073657800	3.3932190227501e+02
4.257052903600	2.8724018953285e+02
4.287032149400	2.3557113562695e+02
4.317011395200	1.8434264021690e+02
4.346990641000	1.3358209970799e+02
4.376969886800	8.3316390688938e+01
4.406949132600	3.3571853842359e+01
4.436928378400	-1.5625721661055e+01
4.466907624200	-6.4251113274573e+01
4.496886870000	-1.1227967968374e+02
4.526866115800	-1.5968737490160e+02
4.556845361600	-2.0645076184180e+02
4.586824607400	-2.5254702536119e+02
4.616803853200	-2.9795398476372e+02
4.646783099000	-3.4265010575807e+02
4.676762344800	-3.8661451186199e+02
4.706741590600	-4.2982699524650e+02
4.736720836400	-4.7226802701392e+02
4.766700082200	-5.1391876690396e+02
4.796679328000	-5.5476107242259e+02
4.826658573800	-5.9477750738905e+02
4.856637819600	-6.3395134989666e+02
4.886617065400	-6.7226659968369e+02
4.916596311200	-7.0970798491102e+02
4.946575557000	-7.4626096834378e+02
4.976554802800	-7.8191175293476e+02
5.006534048600	-8.1664728680759e+02
5.036513294400	-8.5045526763873e+02
5.066492540200	-8.8332414643703e+02
5.096471786000	-9.1524313072096e+02
5.126451031800	-9.4620218709337e+02
5.156430277600	-9.7619204321460e+02
5.186409523400	-1.0052041891751e+03
5.216388769200	-1.0332308782691e+03
5.246368015000	-1.0602651271715e+03
5.276347260800	-1.0863007155207e+03
5.306326506600	-1.1113321849102e+03
5.336305752400	-1.1353548372927e+03
5.366284998200	-1.1583647328006e+03
5.396264244000	-1.1803586869878e+03
5.426243489800	-1.2013342674969e+03
5.456222735600	-1.2212897901578e+03
5.486201981400	-1.2402243145239e+03
5.516181227200	-1.2581376388508e+03
5.546160473000	-1.2750302945261e+03
5.576139718800	-1.2909035399555e+03
5.606118964600	-1.3057593539145e+03
5.636098210400	-1.3196004283725e+03
5.666077456200	-1.3324301607978e+03
5.696056702000	-1.3442526459529e+03
5.726035947800	-1.3550726671887e+03
5.756015193600	-1.3648956872473e+03
5.785994439400	-1.3737278385837e+03
5.815973685200	-1.3815759132151e+03
5.845952931000	-1.3884473521111e+03
5.875932176800	-1.3943502341331e+03
5.905911422600	-1.3992932645357e+03
5.935890668400	-1.4032857630414e+03
5.965869914200	-1.4063376515003e+03
5.995849160000	-1.4084594411470e+03
6.025828405800	-1.4096622194677e+03
6.055807651600	-1.4099576366892e+03
6.085786897400	-1.4093578919043e+03
6.115766143200	-1.4078757188456e+03
6.145745389000	-1.4055243713216e+03
6.175724634800	-1.4023176083293e+03
6.205703880600	-1.3982696788568e+03
6.235683126400	-1.3933953063901e+03
6.265662372200	-1.3877096731384e+03
6.295641618000	-1.3812284039925e+03
6.325620863800	-1.3739675502319e+03
6.355600109600	-1.3659435729929e+03
6.385579355400	-1.3571733265162e+03
6.415558601200	-1.3476740411855e+03
6.445537847000	-1.3374633063758e+03
6.475517092800	-1.3265590531232e+03
6.505496338600	-1.3149795366350e+03
6.535475584400	-1.3027433186526e+03
6.565454830200	-1.2898692496849e+03
6.595434076000	-1.2763764511265e+03
6.625413321800	-1.2622842972771e+03
6.655392567600	-1.2476123972766e+03
6.685371813400	-1.2323805769732e+03
6.715351059200	-1.2166088607383e+03
6.745330305000	-1.2003174532450e+03
6.775309550800	-1.1835267212257e+03
6.805288796600	-1.1662571752234e+03
6.835268042400	-1.1485294513530e+03
6.865247288200	-1.1303642930877e+03
6.895226534000	-1.1117825330859e+03
6.925205779800	-1.0928050750730e+03
6.955185025600	-1.0734528757949e+03
6.985164271400	-1.0537469270558e+03
7.015143517200	-1.0337082378574e+03
7.045122763000	-1.0133578166519e+03
7.075102008800	-9.9271665372596e+02
7.105081254600	-9.7180570372672e+02
7.135060500400	-9.5064586834705e+02
7.165039746200	-9.2925797918185e+02
7.195018992000	-9.0766278077006e+02
7.224998237800	-8.8588091383571e+02
7.254977483600	-8.6393289874108e+02
7.284956729400	-8.4183911916526e+02
7.314935975200	-8.1961980602068e+02
7.344915221000	-7.9729502162018e+02
7.374894466800	-7.7488464410686e+02
7.404873712600	-7.5240835215862e+02
7.434852958400	-7.2988560997913e+02
7.464832204200	-7.0733565258646e+02
7.494811450000	-6.8477747141053e+02
7.524790695800	-6.6222980021007e+02
7.554769941600	-6.3971110131948e+02
7.584749187400	-6.1723955223568e+02
7.614728433200	-5.9483303255463e+02
7.644707679000	-5.7250911126709e+02
7.674686924800	-5.5028503442228e+02
7.704666170600	-5.2817771316855e+02
7.734645416400	-5.0620371217893e+02
7.764624662200	-4.8437923846989e+02
7.794603908000	-4.6272013062045e+02
7.824583153800	-4.4124184839912e+02
7.854562399600	-4.1995946280527e+02
7.884541645400	-3.9888764653136e+02
7.914520891200	-3.7804066485198e+02
7.944500137000	-3.5743236694528e+02
7.974479382800	-3.3707617765196e+02
8.004458628600	-3.1698508967664e+02
8.034437874400	-2.9717165623581e+02
8.064417120200	-2.7764798415647e+02
8.094396366000	-2.5842572742883e+02
8.124375611800	-2.3951608121630e+02
8.154354857600	-2.2092977632536e+02
8.184334103400	-2.0267707413757e+02
8.214313349200	-1.8476776200575e+02
8.244292595000	-1.6721114911541e+02
8.274271840800	-1.5001606281282e+02
8.304251086600	-1.3319084540001e+02
8.334230332400	-1.1674335139708e+02
8.364209578200	-1.0068094527141e+02
8.394188824000	-8.5010499633251e+01
8.424168069800	-6.9738393896510e+01
8.454147315600	-5.4870513403356e+01
8.484126561400	-4.0412249010663e+01
8.514105807200	-2.6368497136063e+01
8.544085053000	-1.2743660260883e+01
8.574064298800	4.5835211309680e-01
8.604043544600	1.3234122056569e+01
8.634022790400	2.5580721359151e+01
8.664002036200	3.7495709233639e+01
8.693981282000	4.8977129582666e+01
