#Parameters = {cpw=15; sigma_z=0.4; wakelength=200; xbeam=0; xtest=0; ybeam=0; ytest=0}
# Beta-weighted transverse dipolar bunch wake, x-plane
# beta_factor is dimensionless: sum(beta_i/<beta>)
# Z_perp unit: Ohm/m
#"s / mm"	"W_perp_beta [V/pC/m]"
#------------------------
-3.777384970800	1.1745499028173e-13
-3.747405725000	9.7716991914860e-14
-3.717426479200	1.0619599121330e-13
-3.687447233400	3.3776997205279e-14
-3.657467987600	9.0349992524408e-14
-3.627488741800	1.5428998723399e-14
-3.597509496000	1.2718498947667e-13
-3.567530250200	7.8117993536488e-14
-3.537551004400	1.4303098816556e-13
-3.507571758600	6.6024994537067e-14
-3.477592512800	8.7778492737175e-14
-3.447613267000	3.2803997285785e-14
-3.417634021200	1.1808049022998e-13
-3.387654775400	4.5591996227701e-14
-3.357675529600	8.4581493001696e-14
-3.327696283800	8.2896118141144e-14
-3.297717038000	1.4456867553833e-13
-3.267737792200	1.1463372489016e-13
-3.237758546400	1.2768886443498e-13
-3.207779300600	1.1477924050312e-13
-3.177800054800	2.4255497993091e-13
-3.147820809000	2.9276872577621e-13
-3.117841563200	6.4725344644601e-13
-3.087862317400	1.0193564156581e-12
-3.057883071600	1.7469518554566e-12
-3.027903825800	2.9737657539495e-12
-2.997924580000	5.1855335709470e-12
-2.967945334200	9.0518182510492e-12
-2.937966088400	1.6091333668597e-11
-2.907986842600	2.8196564667006e-11
-2.878007596800	4.9468288906975e-11
-2.848028351000	8.6091171876784e-11
-2.818049105200	1.4938120264014e-10
-2.788069859400	2.5764273368254e-10
-2.758090613600	4.4213672341744e-10
-2.728111367800	7.5484847254356e-10
-2.698132122000	1.2819513019309e-09
-2.668152876200	2.1652221418487e-09
-2.638173630400	3.6375786860254e-09
-2.608194384600	6.0781506310916e-09
-2.578215138800	1.0101541994195e-08
-2.548235893000	1.6697853446413e-08
-2.518256647200	2.7453113776519e-08
-2.488277401400	4.4893549085491e-08
-2.458298155600	7.3019388334349e-08
-2.428318909800	1.1812864121599e-07
-2.398339664000	1.9008044097267e-07
-2.368360418200	3.0421984562474e-07
-2.338381172400	4.8429211840149e-07
-2.308401926600	7.6683019955018e-07
-2.278422680800	1.2077176836450e-06
-2.248443435000	1.8919448445838e-06
-2.218464189200	2.9480233363835e-06
-2.188484943400	4.5691488874969e-06
-2.158505697600	7.0440814265021e-06
-2.128526451800	1.0801917403181e-05
-2.098547206000	1.6476600959482e-05
-2.068567960200	2.4999287052758e-05
-2.038588714400	3.7729746555787e-05
-2.008609468600	5.6642126464955e-05
-1.978630222800	8.4585873394791e-05
-1.948650977000	1.2564988247828e-04
-1.918671731200	1.8566743477268e-04
-1.888692485400	2.7291181722150e-04
-1.858713239600	3.9904839363318e-04
-1.828733993800	5.8042913251428e-04
-1.798754748000	8.3984116964741e-04
